College,Branch,Category,Rank 2024,Percentile 2024,Rank 2025,Percentile 2025,Rank Change,Percentile Change
"06795 - Shri.Someshwar Shikshan Prasarak Mandal, Sharadchandra Pawar College of Engineering & Technology, Someshwar Nagar",Computer Engineering,OBC/SEBC,89006.0,67.0458,76826.0,76.2717,-12180 ↓,+9.2259 ↑
"06795 - Shri.Someshwar Shikshan Prasarak Mandal, Sharadchandra Pawar College of Engineering & Technology, Someshwar Nagar",Computer Engineering,GNT,73098.0,73.8487,92926.0,70.2628,+19828 ↑,-3.5859 ↓
"06795 - Shri.Someshwar Shikshan Prasarak Mandal, Sharadchandra Pawar College of Engineering & Technology, Someshwar Nagar",Electrical Engineering,GOPENS,96476.0,63.234,111487.0,62.8632,+15011 ↑,-0.3708 ↓
"06795 - Shri.Someshwar Shikshan Prasarak Mandal, Sharadchandra Pawar College of Engineering & Technology, Someshwar Nagar",Electrical Engineering,SC/ST,136573.0,40.2848,135068.0,51.1763,-1505 ↓,+10.8915 ↑
"06795 - Shri.Someshwar Shikshan Prasarak Mandal, Sharadchandra Pawar College of Engineering & Technology, Someshwar Nagar",Electrical Engineering,GNT,102310.0,60.5031,134200.0,51.7009,+31890 ↑,-8.8022 ↓
"06795 - Shri.Someshwar Shikshan Prasarak Mandal, Sharadchandra Pawar College of Engineering & Technology, Someshwar Nagar",Mechanical Engineering,GOPENS,53758.0,81.3895,73642.0,77.1619,+19884 ↑,-4.2276 ↓
"06795 - Shri.Someshwar Shikshan Prasarak Mandal, Sharadchandra Pawar College of Engineering & Technology, Someshwar Nagar",Mechanical Engineering,SC/ST,144865.0,34.8002,156039.0,39.6653,+11174 ↑,+4.8651 ↑
"06795 - Shri.Someshwar Shikshan Prasarak Mandal, Sharadchandra Pawar College of Engineering & Technology, Someshwar Nagar",Mechanical Engineering,OBC/SEBC,164434.0,18.1478,196606.0,8.5366,+32172 ↑,-9.6112 ↓
"06795 - Shri.Someshwar Shikshan Prasarak Mandal, Sharadchandra Pawar College of Engineering & Technology, Someshwar Nagar",Mechanical Engineering,GNT,100588.0,61.3262,107199.0,64.3454,+6611 ↑,+3.0192 ↑
"06796 - Bharati Vidyapeeth's College of Engineering,Lavale, Pune",Civil Engineering,GOPENS,53180.0,81.6588,58741.0,82.2163,+5561 ↑,+0.5575 ↑
"06796 - Bharati Vidyapeeth's College of Engineering,Lavale, Pune",Civil Engineering,LOPENS,109744.0,57.0471,78392.0,75.4881,-31352 ↓,+18.441 ↑
"06796 - Bharati Vidyapeeth's College of Engineering,Lavale, Pune",Civil Engineering,SC/ST,53849.0,81.3739,83689.0,73.6329,+29840 ↑,-7.741 ↓
"06796 - Bharati Vidyapeeth's College of Engineering,Lavale, Pune",Civil Engineering,OBC/SEBC,86268.0,68.1767,89569.0,71.5563,+3301 ↑,+3.3796 ↑
"06796 - Bharati Vidyapeeth's College of Engineering,Lavale, Pune",Civil Engineering,GNT,75674.0,72.8176,63046.0,80.967,-12628 ↓,+8.1494 ↑
"06796 - Bharati Vidyapeeth's College of Engineering,Lavale, Pune",Computer Engineering,GOPENS,13886.0,95.3912,17696.0,94.8875,+3810 ↑,-0.5037 ↓
"06796 - Bharati Vidyapeeth's College of Engineering,Lavale, Pune",Computer Engineering,LOPENS,14785.0,95.0779,23107.0,93.2766,+8322 ↑,-1.8013 ↓
"06796 - Bharati Vidyapeeth's College of Engineering,Lavale, Pune",Computer Engineering,SC/ST,28346.0,90.4797,38688.0,88.5574,+10342 ↑,-1.9223 ↓
"06796 - Bharati Vidyapeeth's College of Engineering,Lavale, Pune",Computer Engineering,OBC/SEBC,18933.0,93.7136,15843.0,95.4261,-3090 ↓,+1.7125 ↑
"06796 - Bharati Vidyapeeth's College of Engineering,Lavale, Pune",Computer Engineering,GNT,13734.0,95.4633,18381.0,94.7365,+4647 ↑,-0.7268 ↓
"06796 - Bharati Vidyapeeth's College of Engineering,Lavale, Pune",Computer Engineering,TFWS,19110.0,93.6711,25209.0,92.6752,+6099 ↑,-0.9959 ↓
"06796 - Bharati Vidyapeeth's College of Engineering,Lavale, Pune",Electronics and Telecommunication Engg,GOPENS,21574.0,92.8099,21872.0,93.6678,+298 ↑,+0.8579 ↑
"06796 - Bharati Vidyapeeth's College of Engineering,Lavale, Pune",Electronics and Telecommunication Engg,LOPENS,40150.0,86.2191,105191.0,65.5191,+65041 ↑,-20.7 ↓
"06796 - Bharati Vidyapeeth's College of Engineering,Lavale, Pune",Electronics and Telecommunication Engg,SC/ST,35666.0,88.0157,45252.0,86.6224,+9586 ↑,-1.3933 ↓
"06796 - Bharati Vidyapeeth's College of Engineering,Lavale, Pune",Electronics and Telecommunication Engg,OBC/SEBC,40635.0,86.1322,27183.0,92.0411,-13452 ↓,+5.9089 ↑
"06796 - Bharati Vidyapeeth's College of Engineering,Lavale, Pune",Electronics and Telecommunication Engg,GNT,23058.0,92.3038,24634.0,92.8376,+1576 ↑,+0.5338 ↑
"06796 - Bharati Vidyapeeth's College of Engineering,Lavale, Pune",Mechanical Engineering,GOPENS,42997.0,85.3422,48696.0,85.4179,+5699 ↑,+0.0757 ↑
"06796 - Bharati Vidyapeeth's College of Engineering,Lavale, Pune",Mechanical Engineering,LOPENS,84028.0,69.2755,62969.0,81.0134,-21059 ↓,+11.7379 ↑
"06796 - Bharati Vidyapeeth's College of Engineering,Lavale, Pune",Mechanical Engineering,SC/ST,74212.0,73.4469,64245.0,80.4733,-9967 ↓,+7.0264 ↑
"06796 - Bharati Vidyapeeth's College of Engineering,Lavale, Pune",Mechanical Engineering,OBC/SEBC,29724.0,89.9514,65414.0,79.9895,+35690 ↑,-9.9619 ↓
"06796 - Bharati Vidyapeeth's College of Engineering,Lavale, Pune",Mechanical Engineering,GNT,45978.0,84.2431,34761.0,89.8231,-11217 ↓,+5.58 ↑
"06797 - Dnyanshree Institute Engineering and Technology, Satara",Computer Science and Engineering,GOPENS,85216.0,68.4786,78819.0,75.4049,-6397 ↓,+6.9263 ↑
"06797 - Dnyanshree Institute Engineering and Technology, Satara",Computer Science and Engineering,LOPENS,75054.0,73.1122,179243.0,23.4132,+104189 ↑,-49.699 ↓
"06797 - Dnyanshree Institute Engineering and Technology, Satara",Computer Science and Engineering,SC/ST,66906.0,76.363,177006.0,25.2088,+110100 ↑,-51.1542 ↓
"06797 - Dnyanshree Institute Engineering and Technology, Satara",Computer Science and Engineering,OBC/SEBC,41847.0,85.5352,97193.0,68.4887,+55346 ↑,-17.0465 ↓
"06797 - Dnyanshree Institute Engineering and Technology, Satara",Computer Science and Engineering,GNT,98962.0,62.7875,60990.0,81.5805,-37972 ↓,+18.793 ↑
"06797 - Dnyanshree Institute Engineering and Technology, Satara",Electronics and Telecommunication Engg,GOPENS,104174.0,60.1292,97745.0,68.3753,-6429 ↓,+8.2461 ↑
"06797 - Dnyanshree Institute Engineering and Technology, Satara",Electronics and Telecommunication Engg,LOPENS,134670.0,42.1597,189220.0,15.4366,+54550 ↑,-26.7231 ↓
"06797 - Dnyanshree Institute Engineering and Technology, Satara",Electronics and Telecommunication Engg,SC/ST,73839.0,73.5848,77800.0,75.6523,+3961 ↑,+2.0675 ↑
"06797 - Dnyanshree Institute Engineering and Technology, Satara",Electronics and Telecommunication Engg,OBC/SEBC,103288.0,60.2294,107636.0,64.2631,+4348 ↑,+4.0337 ↑
"06797 - Dnyanshree Institute Engineering and Technology, Satara",Electronics and Telecommunication Engg,GNT,100085.0,61.6355,79690.0,75.2107,-20395 ↓,+13.5752 ↑
"06797 - Dnyanshree Institute Engineering and Technology, Satara",Mechanical and Mechatronics Engineering (Additive Manufacturing),GOPENS,113971.0,54.18,82092.0,74.0631,-31879 ↓,+19.8831 ↑
"06797 - Dnyanshree Institute Engineering and Technology, Satara",Mechanical and Mechatronics Engineering (Additive Manufacturing),SC/ST,105809.0,59.0509,62398.0,81.1295,-43411 ↓,+22.0786 ↑
"06797 - Dnyanshree Institute Engineering and Technology, Satara",Mechanical and Mechatronics Engineering (Additive Manufacturing),GNT,122213.0,49.795,182843.0,21.3038,+60630 ↑,-28.4912 ↓
"06799 - Shivganga Charitable Trust, Sangli Vishveshwarya Technical Campus, Faculty of Diploma Engineering, Patgaon, Miraj",Computer Engineering,GOPENS,134545.0,42.1597,166184.0,32.5554,+31639 ↑,-9.6043 ↓
"06799 - Shivganga Charitable Trust, Sangli Vishveshwarya Technical Campus, Faculty of Diploma Engineering, Patgaon, Miraj",Computer Engineering,SC/ST,67919.0,76.0338,83133.0,73.6345,+15214 ↑,-2.3993 ↓
"06799 - Shivganga Charitable Trust, Sangli Vishveshwarya Technical Campus, Faculty of Diploma Engineering, Patgaon, Miraj",Computer Science and Engineering,GOPENS,165879.0,16.298,168454.0,32.0009,+2575 ↑,+15.7029 ↑
"06799 - Shivganga Charitable Trust, Sangli Vishveshwarya Technical Campus, Faculty of Diploma Engineering, Patgaon, Miraj",Computer Science and Engineering,SC/ST,137367.0,40.1066,186641.0,17.712,+49274 ↑,-22.3946 ↓
"06799 - Shivganga Charitable Trust, Sangli Vishveshwarya Technical Campus, Faculty of Diploma Engineering, Patgaon, Miraj",Electrical Engineering,GOPENS,176887.0,3.8959,159970.0,36.5249,-16917 ↓,+32.629 ↑
"06803 - Sant Gajanan Maharaj College of Engineering, Gadhinglaj",Civil Engineering,GOPENS,63468.0,77.8207,164848.0,33.465,+101380 ↑,-44.3557 ↓
"06803 - Sant Gajanan Maharaj College of Engineering, Gadhinglaj",Civil Engineering,SC/ST,165711.0,16.6009,156912.0,39.3602,-8799 ↓,+22.7593 ↑
"06803 - Sant Gajanan Maharaj College of Engineering, Gadhinglaj",Civil Engineering,GNT,122385.0,49.795,163708.0,35.4407,+41323 ↑,-14.3543 ↓
"06803 - Sant Gajanan Maharaj College of Engineering, Gadhinglaj",Computer Science and Engineering,GOPENS,58725.0,79.5236,71985.0,78.0104,+13260 ↑,-1.5132 ↓
"06803 - Sant Gajanan Maharaj College of Engineering, Gadhinglaj",Computer Science and Engineering,LOPENS,90199.0,66.1855,72716.0,77.5385,-17483 ↓,+11.353 ↑
"06803 - Sant Gajanan Maharaj College of Engineering, Gadhinglaj",Computer Science and Engineering,SC/ST,39126.0,86.7111,87889.0,72.1028,+48763 ↑,-14.6083 ↓
"06803 - Sant Gajanan Maharaj College of Engineering, Gadhinglaj",Computer Science and Engineering,OBC/SEBC,52509.0,81.8152,104855.0,65.6307,+52346 ↑,-16.1845 ↓
"06803 - Sant Gajanan Maharaj College of Engineering, Gadhinglaj",Computer Science and Engineering,GNT,57988.0,79.824,37567.0,88.9551,-20421 ↓,+9.1311 ↑
"06803 - Sant Gajanan Maharaj College of Engineering, Gadhinglaj",Electrical Engineering,GOPENS,87135.0,67.8441,81295.0,74.6803,-5840 ↓,+6.8362 ↑
"06803 - Sant Gajanan Maharaj College of Engineering, Gadhinglaj",Electrical Engineering,SC/ST,98750.0,62.7958,158039.0,38.7926,+59289 ↑,-24.0032 ↓
"06803 - Sant Gajanan Maharaj College of Engineering, Gadhinglaj",Electrical Engineering,GNT,95143.0,63.7046,112352.0,62.1366,+17209 ↑,-1.568 ↓
"06803 - Sant Gajanan Maharaj College of Engineering, Gadhinglaj",Electronics and Telecommunication Engg,GOPENS,84468.0,69.066,89274.0,71.583,+4806 ↑,+2.517 ↑
"06803 - Sant Gajanan Maharaj College of Engineering, Gadhinglaj",Electronics and Telecommunication Engg,LOPENS,80668.0,70.6179,128638.0,54.574,+47970 ↑,-16.0439 ↓
"06803 - Sant Gajanan Maharaj College of Engineering, Gadhinglaj",Electronics and Telecommunication Engg,SC/ST,71530.0,74.4422,148690.0,43.7443,+77160 ↑,-30.6979 ↓
"06803 - Sant Gajanan Maharaj College of Engineering, Gadhinglaj",Electronics and Telecommunication Engg,OBC/SEBC,89491.0,66.8404,89077.0,71.583,-414 ↓,+4.7426 ↑
"06803 - Sant Gajanan Maharaj College of Engineering, Gadhinglaj",Electronics and Telecommunication Engg,GNT,82862.0,69.764,104996.0,65.6307,+22134 ↑,-4.1333 ↓
"06803 - Sant Gajanan Maharaj College of Engineering, Gadhinglaj",Mechanical Engineering,GOPENS,105399.0,59.3446,130768.0,53.6771,+25369 ↑,-5.6675 ↓
"06803 - Sant Gajanan Maharaj College of Engineering, Gadhinglaj",Mechanical Engineering,SC/ST,176947.0,3.894,171127.0,29.2375,-5820 ↓,+25.3435 ↑
"06803 - Sant Gajanan Maharaj College of Engineering, Gadhinglaj",Mechanical Engineering,OBC/SEBC,150907.0,29.6396,163493.0,35.5423,+12586 ↑,+5.9027 ↑
"06803 - Sant Gajanan Maharaj College of Engineering, Gadhinglaj",Mechanical Engineering,GNT,121120.0,50.6004,157271.0,39.3344,+36151 ↑,-11.266 ↓
"06808 - Keystone School of Engineering, Pune",Artificial Intelligence (AI) and Data Science,GOPENS,36600.0,87.5036,54078.0,83.7934,+17478 ↑,-3.7102 ↓
"06808 - Keystone School of Engineering, Pune",Artificial Intelligence (AI) and Data Science,LOPENS,61974.0,78.1974,69495.0,78.6137,+7521 ↑,+0.4163 ↑
"06808 - Keystone School of Engineering, Pune",Artificial Intelligence (AI) and Data Science,SC/ST,48203.0,83.5013,62628.0,81.0404,+14425 ↑,-2.4609 ↓
"06808 - Keystone School of Engineering, Pune",Artificial Intelligence (AI) and Data Science,OBC/SEBC,53948.0,81.3739,57576.0,82.5532,+3628 ↑,+1.1793 ↑
"06808 - Keystone School of Engineering, Pune",Artificial Intelligence (AI) and Data Science,GNT,43131.0,85.2662,57701.0,82.5532,+14570 ↑,-2.713 ↓
"06808 - Keystone School of Engineering, Pune",Computer Engineering,GOPENS,49566.0,82.782,57578.0,82.5532,+8012 ↑,-0.2288 ↓
"06808 - Keystone School of Engineering, Pune",Computer Engineering,LOPENS,65895.0,76.73,58938.0,82.1359,-6957 ↓,+5.4059 ↑
"06808 - Keystone School of Engineering, Pune",Computer Engineering,SC/ST,66778.0,76.363,76095.0,76.6755,+9317 ↑,+0.3125 ↑
"06808 - Keystone School of Engineering, Pune",Computer Engineering,OBC/SEBC,52154.0,81.9342,57202.0,82.8333,+5048 ↑,+0.8991 ↑
"06808 - Keystone School of Engineering, Pune",Computer Engineering,GNT,47849.0,83.538,59821.0,81.9404,+11972 ↑,-1.5976 ↓
"06808 - Keystone School of Engineering, Pune",Computer Engineering,TFWS,74707.0,73.3652,75257.0,76.8956,+550 ↑,+3.5304 ↑
"06808 - Keystone School of Engineering, Pune",Electronics and Telecommunication Engg,GOPENS,60770.0,78.912,68134.0,79.3005,+7364 ↑,+0.3885 ↑
"06808 - Keystone School of Engineering, Pune",Electronics and Telecommunication Engg,LOPENS,93657.0,65.0378,83469.0,73.6329,-10188 ↓,+8.5951 ↑
"06808 - Keystone School of Engineering, Pune",Electronics and Telecommunication Engg,SC/ST,64921.0,76.9332,74321.0,76.9323,+9400 ↑,-0.0009 ↓
"06808 - Keystone School of Engineering, Pune",Electronics and Telecommunication Engg,OBC/SEBC,70623.0,74.9709,74755.0,76.9214,+4132 ↑,+1.9505 ↑
"06808 - Keystone School of Engineering, Pune",Electronics and Telecommunication Engg,GNT,60961.0,78.8105,68525.0,79.028,+7564 ↑,+0.2175 ↑
"06808 - Keystone School of Engineering, Pune",Mechanical Engineering,GOPENS,114272.0,54.086,103376.0,66.1695,-10896 ↓,+12.0835 ↑
"06808 - Keystone School of Engineering, Pune",Mechanical Engineering,LOPENS,137717.0,39.7482,189356.0,15.4366,+51639 ↑,-24.3116 ↓
"06808 - Keystone School of Engineering, Pune",Mechanical Engineering,SC/ST,155196.0,26.1271,133751.0,52.1817,-21445 ↓,+26.0546 ↑
"06808 - Keystone School of Engineering, Pune",Mechanical Engineering,OBC/SEBC,116676.0,52.9935,120892.0,58.4402,+4216 ↑,+5.4467 ↑
"06808 - Keystone School of Engineering, Pune",Mechanical Engineering,GNT,116054.0,53.5178,99138.0,68.1118,-16916 ↓,+14.594 ↑
06811 - Sanjay Ghodawat Institute,Civil Engineering,GOPENS,157155.0,24.5949,123247.0,57.4017,-33908 ↓,+32.8068 ↑
06811 - Sanjay Ghodawat Institute,Civil Engineering,SC/ST,119192.0,51.2783,185662.0,18.5475,+66470 ↑,-32.7308 ↓
06811 - Sanjay Ghodawat Institute,Computer Science and Engineering,GOPENS,56899.0,80.2358,43575.0,87.0324,-13324 ↓,+6.7966 ↑
06811 - Sanjay Ghodawat Institute,Computer Science and Engineering,LOPENS,97229.0,63.0702,78818.0,75.4049,-18411 ↓,+12.3347 ↑
06811 - Sanjay Ghodawat Institute,Computer Science and Engineering,SC/ST,38454.0,86.8553,41616.0,87.6831,+3162 ↑,+0.8278 ↑
06811 - Sanjay Ghodawat Institute,Computer Science and Engineering,OBC/SEBC,53477.0,81.4942,52021.0,84.4753,-1456 ↓,+2.9811 ↑
06811 - Sanjay Ghodawat Institute,Computer Science and Engineering,GNT,48781.0,83.1984,33846.0,90.045,-14935 ↓,+6.8466 ↑
06811 - Sanjay Ghodawat Institute,Electrical Engineering,GOPENS,129215.0,45.4575,127136.0,55.2744,-2079 ↓,+9.8169 ↑
06811 - Sanjay Ghodawat Institute,Electrical Engineering,SC/ST,139854.0,38.5392,183482.0,20.2849,+43628 ↑,-18.2543 ↓
06811 - Sanjay Ghodawat Institute,Electrical Engineering,OBC/SEBC,135779.0,40.9948,131032.0,53.606,-4747 ↓,+12.6112 ↑
06811 - Sanjay Ghodawat Institute,Electrical Engineering,GNT,128386.0,46.2784,113828.0,61.562,-14558 ↓,+15.2836 ↑
06811 - Sanjay Ghodawat Institute,Electronics and Telecommunication Engg,GOPENS,83493.0,69.6279,75677.0,76.7695,-7816 ↓,+7.1416 ↑
06811 - Sanjay Ghodawat Institute,Electronics and Telecommunication Engg,LOPENS,140132.0,38.411,91631.0,70.7505,-48501 ↓,+32.3395 ↑
06811 - Sanjay Ghodawat Institute,Electronics and Telecommunication Engg,SC/ST,54716.0,81.0485,107732.0,64.2631,+53016 ↑,-16.7854 ↓
06811 - Sanjay Ghodawat Institute,Electronics and Telecommunication Engg,OBC/SEBC,76280.0,72.6096,93652.0,69.8941,+17372 ↑,-2.7155 ↓
06811 - Sanjay Ghodawat Institute,Electronics and Telecommunication Engg,GNT,89621.0,66.8404,56547.0,82.8811,-33074 ↓,+16.0407 ↑
06811 - Sanjay Ghodawat Institute,Mechanical Engineering,GOPENS,128149.0,46.2784,126311.0,55.6406,-1838 ↓,+9.3622 ↑
06811 - Sanjay Ghodawat Institute,Mechanical Engineering,SC/ST,142048.0,36.6611,109484.0,63.4714,-32564 ↓,+26.8103 ↑
06811 - Sanjay Ghodawat Institute,Mechanical Engineering,GNT,124846.0,47.9843,93392.0,70.2034,-31454 ↓,+22.2191 ↑
"06815 - Vidya Prasarini Sabha's College of Engineering & Technology, Lonavala",Civil Engineering,GOPENS,100693.0,60.8486,78698.0,75.4049,-21995 ↓,+14.5563 ↑
"06815 - Vidya Prasarini Sabha's College of Engineering & Technology, Lonavala",Civil Engineering,SC/ST,131446.0,43.9566,135458.0,50.9683,+4012 ↑,+7.0117 ↑
"06815 - Vidya Prasarini Sabha's College of Engineering & Technology, Lonavala",Civil Engineering,GNT,65529.0,76.7776,123032.0,57.4377,+57503 ↑,-19.3399 ↓
"06815 - Vidya Prasarini Sabha's College of Engineering & Technology, Lonavala",Computer Engineering,GOPENS,20616.0,93.1282,25890.0,92.4173,+5274 ↑,-0.7109 ↓
"06815 - Vidya Prasarini Sabha's College of Engineering & Technology, Lonavala",Computer Engineering,LOPENS,72675.0,73.8893,72247.0,77.9513,-428 ↓,+4.062 ↑
"06815 - Vidya Prasarini Sabha's College of Engineering & Technology, Lonavala",Computer Engineering,SC/ST,23697.0,92.1089,80385.0,75.1717,+56688 ↑,-16.9372 ↓
"06815 - Vidya Prasarini Sabha's College of Engineering & Technology, Lonavala",Computer Engineering,OBC/SEBC,30563.0,89.7107,68149.0,79.3005,+37586 ↑,-10.4102 ↓
"06815 - Vidya Prasarini Sabha's College of Engineering & Technology, Lonavala",Computer Engineering,GNT,30642.0,89.6995,25094.0,92.6887,-5548 ↓,+2.9892 ↑
"06815 - Vidya Prasarini Sabha's College of Engineering & Technology, Lonavala",Mechanical Engineering,GOPENS,142351.0,36.6284,132238.0,53.2229,-10113 ↓,+16.5945 ↑
"06815 - Vidya Prasarini Sabha's College of Engineering & Technology, Lonavala",Mechanical Engineering,SC/ST,179005.0,0.9573,157022.0,39.3344,-21983 ↓,+38.3771 ↑
"06822 - Pimpri Chinchwad Education Trust's Pimpri Chinchwad College Of Engineering And Research, Ravet",Civil Engineering,GOPENS,30693.0,89.681,32188.0,90.5882,+1495 ↑,+0.9072 ↑
"06822 - Pimpri Chinchwad Education Trust's Pimpri Chinchwad College Of Engineering And Research, Ravet",Civil Engineering,LOPENS,136861.0,40.1586,27371.0,92.0355,-109490 ↓,+51.8769 ↑
"06822 - Pimpri Chinchwad Education Trust's Pimpri Chinchwad College Of Engineering And Research, Ravet",Civil Engineering,SC/ST,32183.0,89.1373,59604.0,81.9706,+27421 ↑,-7.1667 ↓
"06822 - Pimpri Chinchwad Education Trust's Pimpri Chinchwad College Of Engineering And Research, Ravet",Civil Engineering,OBC/SEBC,30706.0,89.681,36411.0,89.2739,+5705 ↑,-0.4071 ↓
"06822 - Pimpri Chinchwad Education Trust's Pimpri Chinchwad College Of Engineering And Research, Ravet",Civil Engineering,GNT,31026.0,89.4908,38293.0,88.6801,+7267 ↑,-0.8107 ↓
"06822 - Pimpri Chinchwad Education Trust's Pimpri Chinchwad College Of Engineering And Research, Ravet",Computer Engineering,GOPENS,9712.0,96.7727,10473.0,96.9871,+761 ↑,+0.2144 ↑
"06822 - Pimpri Chinchwad Education Trust's Pimpri Chinchwad College Of Engineering And Research, Ravet",Computer Engineering,LOPENS,10493.0,96.5413,10611.0,96.9568,+118 ↑,+0.4155 ↑
"06822 - Pimpri Chinchwad Education Trust's Pimpri Chinchwad College Of Engineering And Research, Ravet",Computer Engineering,SC/ST,25290.0,91.5585,31024.0,90.8847,+5734 ↑,-0.6738 ↓
"06822 - Pimpri Chinchwad Education Trust's Pimpri Chinchwad College Of Engineering And Research, Ravet",Computer Engineering,OBC/SEBC,11537.0,96.1825,12414.0,96.4287,+877 ↑,+0.2462 ↑
"06822 - Pimpri Chinchwad Education Trust's Pimpri Chinchwad College Of Engineering And Research, Ravet",Computer Engineering,GNT,9429.0,96.8881,11863.0,96.5851,+2434 ↑,-0.303 ↓
"06822 - Pimpri Chinchwad Education Trust's Pimpri Chinchwad College Of Engineering And Research, Ravet",Computer Engineering,EWS,10001.0,96.7176,20602.0,94.0,+10601 ↑,-2.7176 ↓
"06822 - Pimpri Chinchwad Education Trust's Pimpri Chinchwad College Of Engineering And Research, Ravet",Computer Engineering,TFWS,16747.0,94.4433,9716.0,97.2248,-7031 ↓,+2.7815 ↑
"06822 - Pimpri Chinchwad Education Trust's Pimpri Chinchwad College Of Engineering And Research, Ravet",Electronics and Telecommunication Engg,GOPENS,10183.0,96.621,11379.0,96.7527,+1196 ↑,+0.1317 ↑
"06822 - Pimpri Chinchwad Education Trust's Pimpri Chinchwad College Of Engineering And Research, Ravet",Electronics and Telecommunication Engg,LOPENS,11398.0,96.2211,12569.0,96.3986,+1171 ↑,+0.1775 ↑
"06822 - Pimpri Chinchwad Education Trust's Pimpri Chinchwad College Of Engineering And Research, Ravet",Electronics and Telecommunication Engg,SC/ST,10163.0,96.6266,33922.0,90.0176,+23759 ↑,-6.609 ↓
"06822 - Pimpri Chinchwad Education Trust's Pimpri Chinchwad College Of Engineering And Research, Ravet",Electronics and Telecommunication Engg,OBC/SEBC,10833.0,96.4179,14201.0,95.9262,+3368 ↑,-0.4917 ↓
"06822 - Pimpri Chinchwad Education Trust's Pimpri Chinchwad College Of Engineering And Research, Ravet",Electronics and Telecommunication Engg,GNT,16224.0,94.5994,18826.0,94.5455,+2602 ↑,-0.0539 ↓
"06822 - Pimpri Chinchwad Education Trust's Pimpri Chinchwad College Of Engineering And Research, Ravet",Information Technology,GOPENS,9436.0,96.8881,11024.0,96.8361,+1588 ↑,-0.052 ↓
"06822 - Pimpri Chinchwad Education Trust's Pimpri Chinchwad College Of Engineering And Research, Ravet",Information Technology,LOPENS,10776.0,96.4242,11012.0,96.8361,+236 ↑,+0.4119 ↑
"06822 - Pimpri Chinchwad Education Trust's Pimpri Chinchwad College Of Engineering And Research, Ravet",Information Technology,SC/ST,9894.0,96.7467,31151.0,90.8834,+21257 ↑,-5.8633 ↓
"06822 - Pimpri Chinchwad Education Trust's Pimpri Chinchwad College Of Engineering And Research, Ravet",Information Technology,OBC/SEBC,12906.0,95.7199,12276.0,96.483,-630 ↓,+0.7631 ↑
"06822 - Pimpri Chinchwad Education Trust's Pimpri Chinchwad College Of Engineering And Research, Ravet",Information Technology,GNT,9991.0,96.7176,12953.0,96.3082,+2962 ↑,-0.4094 ↓
"06822 - Pimpri Chinchwad Education Trust's Pimpri Chinchwad College Of Engineering And Research, Ravet",Mechanical Engineering,GOPENS,20248.0,93.2548,17550.0,94.9191,-2698 ↓,+1.6643 ↑
"06822 - Pimpri Chinchwad Education Trust's Pimpri Chinchwad College Of Engineering And Research, Ravet",Mechanical Engineering,LOPENS,23446.0,92.226,22748.0,93.4193,-698 ↓,+1.1933 ↑
"06822 - Pimpri Chinchwad Education Trust's Pimpri Chinchwad College Of Engineering And Research, Ravet",Mechanical Engineering,SC/ST,20132.0,93.285,36504.0,89.2727,+16372 ↑,-4.0123 ↓
"06822 - Pimpri Chinchwad Education Trust's Pimpri Chinchwad College Of Engineering And Research, Ravet",Mechanical Engineering,OBC/SEBC,25992.0,91.2955,19789.0,94.2598,-6203 ↓,+2.9643 ↑
"06822 - Pimpri Chinchwad Education Trust's Pimpri Chinchwad College Of Engineering And Research, Ravet",Mechanical Engineering,GNT,17736.0,94.0958,29228.0,91.4199,+11492 ↑,-2.6759 ↓
"06834 - Dr.D.Y.Patil College Of Engineering & Innovation,Talegaon",Artificial Intelligence (AI) and Data Science,GOPENS,13353.0,95.5785,35820.0,89.4898,+22467 ↑,-6.0887 ↓
"06834 - Dr.D.Y.Patil College Of Engineering & Innovation,Talegaon",Artificial Intelligence (AI) and Data Science,LOPENS,36081.0,87.8152,36490.0,89.2727,+409 ↑,+1.4575 ↑
"06834 - Dr.D.Y.Patil College Of Engineering & Innovation,Talegaon",Artificial Intelligence (AI) and Data Science,SC/ST,27898.0,90.614,53916.0,83.7934,+26018 ↑,-6.8206 ↓
"06834 - Dr.D.Y.Patil College Of Engineering & Innovation,Talegaon",Artificial Intelligence (AI) and Data Science,OBC/SEBC,49052.0,83.0327,42376.0,87.4115,-6676 ↓,+4.3788 ↑
"06834 - Dr.D.Y.Patil College Of Engineering & Innovation,Talegaon",Artificial Intelligence (AI) and Data Science,GNT,30409.0,89.7788,48175.0,85.6183,+17766 ↑,-4.1605 ↓
"06834 - Dr.D.Y.Patil College Of Engineering & Innovation,Talegaon",Computer Engineering,GOPENS,30412.0,89.7788,40883.0,87.9273,+10471 ↑,-1.8515 ↓
"06834 - Dr.D.Y.Patil College Of Engineering & Innovation,Talegaon",Computer Engineering,LOPENS,26909.0,90.9519,37277.0,88.9774,+10368 ↑,-1.9745 ↓
"06834 - Dr.D.Y.Patil College Of Engineering & Innovation,Talegaon",Computer Engineering,SC/ST,49607.0,82.782,61499.0,81.2847,+11892 ↑,-1.4973 ↓
"06834 - Dr.D.Y.Patil College Of Engineering & Innovation,Talegaon",Computer Engineering,OBC/SEBC,35240.0,88.0536,45490.0,86.5435,+10250 ↑,-1.5101 ↓
"06834 - Dr.D.Y.Patil College Of Engineering & Innovation,Talegaon",Computer Engineering,GNT,32922.0,88.7813,49821.0,85.1002,+16899 ↑,-3.6811 ↓
